;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 2013-10-08 21:27:27
;----------------------------------------------

;Address Opcode 	ASM
0x120E	0x6EE6      	MOVWF       POSTINC1 
0x1210	0x0E00      	MOVLW       0
0x1212	0x6E00      	MOVWF       R0 
0x1214	0x19F9      	XORWF       __Lib_USB_genHID_outPipes+8, 0, 1
0x1216	0xE108      	BNZ         L___Lib_USB_genHID_USB_CtrlTrf_Rx_Service280
0x1218	0x5000      	MOVF        R0, 0 
0x121A	0x19F8      	XORWF       __Lib_USB_genHID_outPipes+7, 0, 1
0x121C	0xE105      	BNZ         L___Lib_USB_genHID_USB_CtrlTrf_Rx_Service280
0x121E	0x5000      	MOVF        R0, 0 
0x1220	0x19F7      	XORWF       __Lib_USB_genHID_outPipes+6, 0, 1
0x1222	0xE102      	BNZ         L___Lib_USB_genHID_USB_CtrlTrf_Rx_Service280
0x1224	0x51F6      	MOVF        __Lib_USB_genHID_outPipes+5, 0, 1
0x1226	0x0A00      	XORLW       0
L___Lib_USB_genHID_USB_CtrlTrf_Rx_Service280:
0x1228	0xE006      	BZ          L___Lib_USB_genHID_USB_CtrlTrf_Rx_Service188
0x122A	0xF000C0F6  	MOVFF       __Lib_USB_genHID_outPipes+5, R0
0x122E	0xF001C0F7  	MOVFF       __Lib_USB_genHID_outPipes+6, R1
0x1232	0xF003ECEF  	CALL        _____DoIFC, 0
L___Lib_USB_genHID_USB_CtrlTrf_Rx_Service188:
0x1236	0x0100      	MOVLB       0
0x1238	0x9FF3      	BCF         __Lib_USB_genHID_outPipes+2, 7, 1
L___Lib_USB_genHID_USB_CtrlTrf_Rx_Service187:
0x123A	0x0012      	RETURN      0
; end of __Lib_USB_genHID_USB_CtrlTrf_Rx_Service
_USB_Init_desc:
0x123C	0x0E80      	MOVLW       _configDescriptor1
0x123E	0x0100      	MOVLB       0
0x1240	0x6F87      	MOVWF       _USB_config_dsc_ptr, 1
0x1242	0x0E2F      	MOVLW       hi_addr(_configDescriptor1)
0x1244	0x6F88      	MOVWF       _USB_config_dsc_ptr+1, 1
0x1246	0x0E00      	MOVLW       higher_addr(_configDescriptor1)
0x1248	0x6F89      	MOVWF       _USB_config_dsc_ptr+2, 1
0x124A	0x0E03      	MOVLW       _strd1
0x124C	0x6F8D      	MOVWF       _USB_string_dsc_ptr, 1
0x124E	0x0E30      	MOVLW       hi_addr(_strd1)
0x1250	0x6F8E      	MOVWF       _USB_string_dsc_ptr+1, 1
0x1252	0x0E00      	MOVLW       higher_addr(_strd1)
0x1254	0x6F8F      	MOVWF       _USB_string_dsc_ptr+2, 1
0x1256	0x0EF5      	MOVLW       _strd2
0x1258	0x6F90      	MOVWF       _USB_string_dsc_ptr+3, 1
0x125A	0x0E2F      	MOVLW       hi_addr(_strd2)
0x125C	0x6F91      	MOVWF       _USB_string_dsc_ptr+4, 1
0x125E	0x0E00      	MOVLW       higher_addr(_strd2)
0x1260	0x6F92      	MOVWF       _USB_string_dsc_ptr+5, 1
0x1262	0x0ECB      	MOVLW       _strd3
0x1264	0x6F93      	MOVWF       _USB_string_dsc_ptr+6, 1
0x1266	0x0E2F      	MOVLW       hi_addr(_strd3)
0x1268	0x6F94      	MOVWF       _USB_string_dsc_ptr+7, 1
0x126A	0x0E00      	MOVLW       higher_addr(_strd3)
0x126C	0x6F95      	MOVWF       _USB_string_dsc_ptr+8, 1
0x126E	0x0012      	RETURN      0
; end of _USB_Init_desc
_strcpy:
0x1270	0xF001C314  	MOVFF       FARG_strcpy_s1, R1
0x1274	0xF002C315  	MOVFF       FARG_strcpy_s1+1, R2
0x1278	0xF003C316  	MOVFF       FARG_strcpy_s2, R3
0x127C	0xF004C317  	MOVFF       FARG_strcpy_s2+1, R4
L__strcpy83:
0x1280	0xFFE9C003  	MOVFF       R3, FSR0
0x1284	0xFFEAC004  	MOVFF       R4, FSR0H
0x1288	0x50EE      	MOVF        POSTINC0, 0 
0x128A	0x0A00      	XORLW       0
0x128C	0xE00F      	BZ          L__strcpy84
0x128E	0xFFE9C003  	MOVFF       R3, FSR0
0x1292	0xFFEAC004  	MOVFF       R4, FSR0H
0x1296	0xFFE1C001  	MOVFF       R1, FSR1
0x129A	0xFFE2C002  	MOVFF       R2, FSR1H
0x129E	0xFFE6CFEE  	MOVFF       POSTINC0, POSTINC1
0x12A2	0x4A01      	INFSNZ      R1, 1 
0x12A4	0x2A02      	INCF        R2, 1 
0x12A6	0x4A03      	INFSNZ      R3, 1 
0x12A8	0x2A04      	INCF        R4, 1 
0x12AA	0xD7EA      	BRA         L__strcpy83
L__strcpy84:
0x12AC	0xFFE1C001  	MOVFF       R1, FSR1
0x12B0	0xFFE2C002  	MOVFF       R2, FSR1H
0x12B4	0x6AE6      	CLRF        POSTINC1 
0x12B6	0x0012      	RETURN      0
; end of _strcpy
_Mul_32x32_U:
0x12B8	0x0E22      	MOVLW       34
0x12BA	0x6E0C      	MOVWF       R12, 0
0x12BC	0x6A08      	CLRF        R8, 0
0x12BE	0x6A09      	CLRF        R9, 0
0x12C0	0x6A0A      	CLRF        R10, 0
0x12C2	0x6A0B      	CLRF        R11, 0
_NEXT:
0x12C4	0x060C      	DECF        R12, 1, 0
0x12C6	0xB4D8      	BTFSC       STATUS, 2, 0
0x12C8	0xD01F      	BRA         _EXIT2
0x12CA	0x90D8      	BCF         STATUS, 0, 0
_LOOP:
0x12CC	0x320B      	RRCF        R11, 1, 0
0x12CE	0x320A      	RRCF        R10, 1, 0
0x12D0	0x3209      	RRCF        R9, 1, 0
0x12D2	0x3208      	RRCF        R8, 1, 0
0x12D4	0x3203      	RRCF        R3, 1, 0
0x12D6	0x3202      	RRCF        R2, 1, 0
0x12D8	0x3201      	RRCF        R1, 1, 0
0x12DA	0x3200      	RRCF        R0, 1, 0
0x12DC	0xA0D8      	BTFSS       STATUS, 0, 0
0x12DE	0xD7F2      	BRA         _NEXT
0x12E0	0x060C      	DECF        R12, 1, 0
0x12E2	0xB4D8      	BTFSC       STATUS, 2, 0
0x12E4	0xD009      	BRA         _EXIT1
0x12E6	0x5004      	MOVF        R4, 0, 0
0x12E8	0x2608      	ADDWF       R8, 1, 0
0x12EA	0x5005      	MOVF        R5, 0, 0
0x12EC	0x2209      	ADDWFC      R9, 1, 0
0x12EE	0x5006      	MOVF        R6, 0, 0
0x12F0	0x220A      	ADDWFC      R10, 1, 0
0x12F2	0x5007      	MOVF        R7, 0, 0
0x12F4	0x220B      	ADDWFC      R11, 1, 0
0x12F6	0xD7EA      	BRA         _LOOP
_EXIT1:
0x12F8	0x5004      	MOVF        R4, 0, 0
0x12FA	0x2608      	ADDWF       R8, 1, 0
0x12FC	0x5005      	MOVF        R5, 0, 0
0x12FE	0x2209      	ADDWFC      R9, 1, 0
0x1300	0x5006      	MOVF        R6, 0, 0
0x1302	0x220A      	ADDWFC      R10, 1, 0
0x1304	0x5007      	MOVF        R7, 0, 0
0x1306	0x220B      	ADDWFC      R11, 1, 0
_EXIT2:
0x1308	0x0012      	RETURN      0
; end of _Mul_32x32_U
__Lib_USB_genHID_USB_Enable_Interrupts:
0x130A	0x8ED0      	BSF         IPEN_bit, 7 
0x130C	0x8AA2      	BSF         USBIP_bit, 5 
0x130E	0x8AA0      	BSF         USBIE_bit, 5 
0x1310	0x8EF2      	BSF         GIEH_bit, 7 
0x1312	0x0012      	RETURN      0
; end of __Lib_USB_genHID_USB_Enable_Interrupts
__Lib_USB_genHID_memset_usb_int:
0x1314	0xF002C314  	MOVFF       FARG___Lib_USB_genHID_memset_usb_int_p1, R2
0x1318	0xF003C315  	MOVFF       FARG___Lib_USB_genHID_memset_usb_int_p1+1, R3
L___Lib_USB_genHID_memset_usb_int2:
0x131C	0xF000C317  	MOVFF       FARG___Lib_USB_genHID_memset_usb_int_n, R0
0x1320	0xF001C318  	MOVFF       FARG___Lib_USB_genHID_memset_usb_int_n+1, R1
0x1324	0x0E01      	MOVLW       1
0x1326	0x0103      	MOVLB       3
0x1328	0x5F17      	SUBWF       FARG___Lib_USB_genHID_memset_usb_int_n, 1, 1
0x132A	0x0E00      	MOVLW       0
0x132C	0x5B18      	SUBWFB      FARG___Lib_USB_genHID_memset_usb_int_n+1, 1, 1
0x132E	0x5000      	MOVF        R0, 0 
0x1330	0x1001      	IORWF       R1, 0 
0x1332	0xE009      	BZ          L___Lib_USB_genHID_memset_usb_int3
0x1334	0xFFE1C002  	MOVFF       R2, FSR1
0x1338	0xFFE2C003  	MOVFF       R3, FSR1H
0x133C	0xFFE6C316  	MOVFF       FARG___Lib_USB_genHID_memset_usb_int_mem_value, POSTINC1
0x1340	0x4A02      	INFSNZ      R2, 1 
0x1342	0x2A03      	INCF        R3, 1 
0x1344	0xD7EB      	BRA         L___Lib_USB_genHID_memset_usb_int2
L___Lib_USB_genHID_memset_usb_int3:
0x1346	0x0012      	RETURN      0
; end of __Lib_USB_genHID_memset_usb_int
__Lib_USB_genHID_USB_CtrlTrf_In_Handler:
0x1348	0xFFE9C0E0  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr, FSR0
0x134C	0xFFEAC0E1  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr+1, FSR0H
0x1350	0xF000CFEE  	MOVFF       POSTINC0, R0
0x1354	0x0E00      	MOVLW       0
0x1356	0xBC00      	BTFSC       R0, 6 
0x1358	0x0E01      	MOVLW       1
0x135A	0x0103      	MOVLB       3
0x135C	0x6F1D      	MOVWF       __Lib_USB_genHID_USB_CtrlTrf_In_Handler_lastDTS_L0, 1
0x135E	0x0E04      	MOVLW       4
0x1360	0x0100      	MOVLB       0
0x1362	0x19E0      	XORWF       __Lib_USB_genHID_BDTEntry_InPtr, 0, 1
0x1364	0x6E00      	MOVWF       R0 
0x1366	0xF0E0C000  	MOVFF       R0, __Lib_USB_genHID_BDTEntry_InPtr
0x136A	0x5057      	MOVF        __Lib_USB_genHID_USBDeviceState, 0 
0x136C	0x0A08      	XORLW       8
0x136E	0xE10A      	BNZ         L___Lib_USB_genHID_USB_CtrlTrf_In_Handler100
0x1370	0xFF6EC422  	MOVFF       1058, UADDR
0x1374	0x506E      	MOVF        UADDR, 0 
0x1376	0x0800      	SUBLW       0
0x1378	0xE203      	BC          L___Lib_USB_genHID_USB_CtrlTrf_In_Handler101
0x137A	0x0E10      	MOVLW       16
0x137C	0x6E57      	MOVWF       __Lib_USB_genHID_USBDeviceState 
0x137E	0xD002      	BRA         L___Lib_USB_genHID_USB_CtrlTrf_In_Handler102
L___Lib_USB_genHID_USB_CtrlTrf_In_Handler101:
0x1380	0x0E04      	MOVLW       4
0x1382	0x6E57      	MOVWF       __Lib_USB_genHID_USBDeviceState 
L___Lib_USB_genHID_USB_CtrlTrf_In_Handler102:
L___Lib_USB_genHID_USB_CtrlTrf_In_Handler100:
0x1384	0x0100      	MOVLB       0
0x1386	0x51EE      	MOVF        __Lib_USB_genHID_controlTransferState, 0, 1
0x1388	0x0A01      	XORLW       1
0x138A	0xE12D      	BNZ         L___Lib_USB_genHID_USB_CtrlTrf_In_Handler103
0x138C	0x0E02      	MOVLW       2
0x138E	0x25E0      	ADDWF       __Lib_USB_genHID_BDTEntry_InPtr, 0, 1
0x1390	0x6EE1      	MOVWF       FSR1 
0x1392	0x0E00      	MOVLW       0
0x1394	0x21E1      	ADDWFC      __Lib_USB_genHID_BDTEntry_InPtr+1, 0, 1
0x1396	0x6EE2      	MOVWF       FSR1H 
0x1398	0x0E28      	MOVLW       __Lib_USB_genHID_CtrlTrfData
0x139A	0x6E00      	MOVWF       R0 
0x139C	0x0E04      	MOVLW       hi_addr(__Lib_USB_genHID_CtrlTrfData)
0x139E	0x6E01      	MOVWF       R1 
0x13A0	0xFFE6C000  	MOVFF       R0, POSTINC1
0x13A4	0xFFE6C001  	MOVFF       R1, POSTINC1
0x13A8	0xF003ECFB  	CALL        __Lib_USB_genHID_USB_CtrlTrf_Tx_Service, 0
0x13AC	0x0100      	MOVLB       0
0x13AE	0x51F0      	MOVF        __Lib_USB_genHID_shortPacketStatus, 0, 1
0x13B0	0x0A02      	XORLW       2
0x13B2	0xE107      	BNZ         L___Lib_USB_genHID_USB_CtrlTrf_In_Handler104
0x13B4	0xFFE1C0E0  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr, FSR1
0x13B8	0xFFE2C0E1  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr+1, FSR1H
0x13BC	0x0E84      	MOVLW       132
0x13BE	0x6EE6      	MOVWF       POSTINC1 
0x13C0	0xD011      	BRA         L___Lib_USB_genHID_USB_CtrlTrf_In_Handler105
L___Lib_USB_genHID_USB_CtrlTrf_In_Handler104:
0x13C2	0x0103      	MOVLB       3
0x13C4	0x511D      	MOVF        __Lib_USB_genHID_USB_CtrlTrf_In_Handler_lastDTS_L0, 0, 1
0x13C6	0x0A00      	XORLW       0
0x13C8	0xE107      	BNZ         L___Lib_USB_genHID_USB_CtrlTrf_In_Handler106
0x13CA	0xFFE1C0E0  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr, FSR1
0x13CE	0xFFE2C0E1  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr+1, FSR1H
0x13D2	0x0EC8      	MOVLW       200
0x13D4	0x6EE6      	MOVWF       POSTINC1 
0x13D6	0xD006      	BRA         L___Lib_USB_genHID_USB_CtrlTrf_In_Handler107
L___Lib_USB_genHID_USB_CtrlTrf_In_Handler106:
0x13D8	0xFFE1C0E0  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr, FSR1
0x13DC	0xFFE2C0E1  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr+1, FSR1H
0x13E0	0x0E88      	MOVLW       136
0x13E2	0x6EE6      	MOVWF       POSTINC1 
L___Lib_USB_genHID_USB_CtrlTrf_In_Handler107:
L___Lib_USB_genHID_USB_CtrlTrf_In_Handler105:
0x13E4	0xD001      	BRA         L___Lib_USB_genHID_USB_CtrlTrf_In_Handler108
L___Lib_USB_genHID_USB_CtrlTrf_In_Handler103:
0x13E6	0xDD0F      	RCALL       __Lib_USB_genHID_USB_Prepare_Next_Setup_Trf
L___Lib_USB_genHID_USB_CtrlTrf_In_Handler108:
0x13E8	0x0012      	RETURN      0
; end of __Lib_USB_genHID_USB_CtrlTrf_In_Handler
__Lib_USB_genHID_USB_CtrlTrf_Out_Handler:
0x13EA	0x0100      	MOVLB       0
0x13EC	0x51EE      	MOVF        __Lib_USB_genHID_controlTransferState, 0, 1
0x13EE	0x0A02      	XORLW       2
0x13F0	0xE102      	BNZ         L___Lib_USB_genHID_USB_CtrlTrf_Out_Handler96
0x13F2	0xDE80      	RCALL       __Lib_USB_genHID_USB_CtrlTrf_Rx_Service
0x13F4	0xD01E      	BRA         L___Lib_USB_genHID_USB_CtrlTrf_Out_Handler97
L___Lib_USB_genHID_USB_CtrlTrf_Out_Handler96:
0x13F6	0xDD07      	RCALL       __Lib_USB_genHID_USB_Prepare_Next_Setup_Trf
0x13F8	0x51EF      	MOVF        __Lib_USB_genHID_BothEP0OutUOWNsSet, 0, 1
0x13FA	0x0A00      	XORLW       0
0x13FC	0xE119      	BNZ         L___Lib_USB_genHID_USB_CtrlTrf_Out_Handler98
0x13FE	0x0E01      	MOVLW       1
0x1400	0x25DD      	ADDWF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr, 0, 1
0x1402	0x6EE1      	MOVWF       FSR1 
0x1404	0x0E00      	MOVLW       0
0x1406	0x21DE      	ADDWFC      __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr+1, 0, 1
0x1408	0x6EE2      	MOVWF       FSR1H 
0x140A	0x0E08      	MOVLW       8
0x140C	0x6EE6      	MOVWF       POSTINC1 
0x140E	0x0E02      	MOVLW       2
0x1410	0x25DD      	ADDWF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr, 0, 1
0x1412	0x6EE1      	MOVWF       FSR1 
0x1414	0x0E00      	MOVLW       0
0x1416	0x21DE      	ADDWFC      __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr+1, 0, 1
0x1418	0x6EE2      	MOVWF       FSR1H 
0x141A	0x0E20      	MOVLW       __Lib_USB_genHID_SetupPkt
0x141C	0x6EE6      	MOVWF       POSTINC1 
0x141E	0x0E04      	MOVLW       hi_addr(__Lib_USB_genHID_SetupPkt)
0x1420	0x6EE6      	MOVWF       POSTINC1 
0x1422	0xFFE1C0DD  	MOVFF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr, FSR1
0x1426	0xFFE2C0DE  	MOVFF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr+1, FSR1H
0x142A	0x0E8C      	MOVLW       140
0x142C	0x6EE6      	MOVWF       POSTINC1 
0x142E	0xD001      	BRA         L___Lib_USB_genHID_USB_CtrlTrf_Out_Handler99
L___Lib_USB_genHID_USB_CtrlTrf_Out_Handler98:
0x1430	0x6BEF      	CLRF        __Lib_USB_genHID_BothEP0OutUOWNsSet, 1
L___Lib_USB_genHID_USB_CtrlTrf_Out_Handler99:
L___Lib_USB_genHID_USB_CtrlTrf_Out_Handler97:
0x1432	0x0012      	RETURN      0
; end of __Lib_USB_genHID_USB_CtrlTrf_Out_Handler
_Div_32x32_S:
0x1434	0x5004      	MOVF        R4, 0 
0x1436	0x0A00      	XORLW       0
0x1438	0xE112      	BNZ         L__Div_32x32_S22
0x143A	0x5005      	MOVF        R5, 0 
0x143C	0x0A00      	XORLW       0
0x143E	0xE10F      	BNZ         L__Div_32x32_S25
0x1440	0x5006      	MOVF        R6, 0 
0x1442	0x0A00      	XORLW       0
0x1444	0xE10C      	BNZ         L__Div_32x32_S28
0x1446	0x5007      	MOVF        R7, 0 
0x1448	0x0A00      	XORLW       0
0x144A	0xE109      	BNZ         L__Div_32x32_S31
0x144C	0x0EFF      	MOVLW       255
0x144E	0x6E00      	MOVWF       R0 
0x1450	0x0EFF      	MOVLW       255
0x1452	0x6E01      	MOVWF       R1 
0x1454	0x0EFF      	MOVLW       255
0x1456	0x6E02      	MOVWF       R2 
0x1458	0x0E7F      	MOVLW       127
0x145A	0x6E03      	MOVWF       R3 
0x145C	0xD099      	BRA         L_end__Div_32x32_S
L__Div_32x32_S31:
L__Div_32x32_S28:
L__Div_32x32_S25:
L__Div_32x32_S22:
0x145E	0x6A0C      	CLRF        R12, 0
0x1460	0xBE07      	BTFSC       R7, 7, 0
0x1462	0x2A0C      	INCF        R12, 1, 0
0x1464	0x6A0D      	CLRF        R13, 0
0x1466	0x6A0B      	CLRF        R11, 0
0x1468	0x6A0A      	CLRF        R10, 0
0x146A	0x6A09      	CLRF        R9, 0
0x146C	0x6A08      	CLRF        R8, 0
0x146E	0x5003      	MOVF        R3, 0, 0
0x1470	0x1002      	IORWF       R2, 0, 0
0x1472	0x1001      	IORWF       R1, 0, 0
0x1474	0x1000      	IORWF       R0, 0, 0
0x1476	0xB4D8      	BTFSC       STATUS, 2, 0
0x1478	0xD085      	BRA         END_ALL
0x147A	0x5003      	MOVF        R3, 0, 0
0x147C	0x1807      	XORWF       R7, 0, 0
0x147E	0x6E0E      	MOVWF       R14, 0
0x1480	0xBE0E      	BTFSC       R14, 7, 0
0x1482	0x1E0D      	COMF        R13, 1, 0
0x1484	0xAE07      	BTFSS       R7, 7, 0
0x1486	0xD00B      	BRA         CA3232S
0x1488	0x1E04      	COMF        R4, 1, 0
0x148A	0x1E05      	COMF        R5, 1, 0
0x148C	0x1E06      	COMF        R6, 1, 0
0x148E	0x1E07      	COMF        R7, 1, 0
0x1490	0x2A04      	INCF        R4, 1, 0
0x1492	0xB4D8      	BTFSC       STATUS, 2, 0
0x1494	0x2A05      	INCF        R5, 1, 0
0x1496	0xB4D8      	BTFSC       STATUS, 2, 0
0x1498	0x2A06      	INCF        R6, 1, 0
0x149A	0xB4D8      	BTFSC       STATUS, 2, 0
0x149C	0x2A07      	INCF        R7, 1, 0
CA3232S:
0x149E	0xAE03      	BTFSS       R3, 7, 0
0x14A0	0xD00B      	BRA         C3232SX
0x14A2	0x1E00      	COMF        R0, 1, 0
0x14A4	0x1E01      	COMF        R1, 1, 0
0x14A6	0x1E02      	COMF        R2, 1, 0
0x14A8	0x1E03      	COMF        R3, 1, 0
0x14AA	0x2A00      	INCF        R0, 1, 0
0x14AC	0xB4D8      	BTFSC       STATUS, 2, 0
0x14AE	0x2A01      	INCF        R1, 1, 0
0x14B0	0xB4D8      	BTFSC       STATUS, 2, 0
0x14B2	0x2A02      	INCF        R2, 1, 0
0x14B4	0xB4D8      	BTFSC       STATUS, 2, 0
0x14B6	0x2A03      	INCF        R3, 1, 0
C3232SX:
0x14B8	0x5003      	MOVF        R3, 0, 0
0x14BA	0x1007      	IORWF       R7, 0, 0
0x14BC	0x6E0E      	MOVWF       R14, 0
0x14BE	0xBE0E      	BTFSC       R14, 7, 0
0x14C0	0xD01D      	BRA         C3232SX1
C3232S:
0x14C2	0xF005ECD0  	CALL        _SDIV3232L, 0
0x14C6	0xBE0C      	BTFSC       R12, 7, 0
0x14C8	0xD036      	BRA         C3232SX4
C3232SOK:
0x14CA	0xAE0D      	BTFSS       R13, 7, 0
0x14CC	0xD05B      	BRA         END_ALL
0x14CE	0x1E00      	COMF        R0, 1, 0
0x14D0	0x1E01      	COMF        R1, 1, 0
0x14D2	0x1E02      	COMF        R2, 1, 0
0x14D4	0x1E03      	COMF        R3, 1, 0
0x14D6	0x2A00      	INCF        R0, 1, 0
0x14D8	0xB4D8      	BTFSC       STATUS, 2, 0
0x14DA	0x2A01      	INCF        R1, 1, 0
0x14DC	0xB4D8      	BTFSC       STATUS, 2, 0
0x14DE	0x2A02      	INCF        R2, 1, 0
0x14E0	0xB4D8      	BTFSC       STATUS, 2, 0
0x14E2	0x2A03      	INCF        R3, 1, 0
0x14E4	0x1E08      	COMF        R8, 1, 0
0x14E6	0x1E09      	COMF        R9, 1, 0
0x14E8	0x1E0A      	COMF        R10, 1, 0
0x14EA	0x1E0B      	COMF        R11, 1, 0
0x14EC	0x2A08      	INCF        R8, 1, 0
0x14EE	0xB4D8      	BTFSC       STATUS, 2, 0
0x14F0	0x2A09      	INCF        R9, 1, 0
0x14F2	0xB4D8      	BTFSC       STATUS, 2, 0
0x14F4	0x2A0A      	INCF        R10, 1, 0
0x14F6	0xB4D8      	BTFSC       STATUS, 2, 0
0x14F8	0x2A0B      	INCF        R11, 1, 0
0x14FA	0xD044      	BRA         END_ALL
C3232SX1:
0x14FC	0xAE07      	BTFSS       R7, 7, 0
0x14FE	0xD015      	BRA         C3232SX3
0x1500	0xBE03      	BTFSC       R3, 7, 0
0x1502	0xD00D      	BRA         C3232SX2
0x1504	0x5003      	MOVF        R3, 0, 0
0x1506	0x6E0B      	MOVWF       R11, 0
0x1508	0x5002      	MOVF        R2, 0, 0
0x150A	0x6E0A      	MOVWF       R10, 0
0x150C	0x5001      	MOVF        R1, 0, 0
0x150E	0x6E09      	MOVWF       R9, 0
0x1510	0x5000      	MOVF        R0, 0, 0
0x1512	0x6E08      	MOVWF       R8, 0
0x1514	0x6A03      	CLRF        R3, 0
0x1516	0x6A02      	CLRF        R2, 0
0x1518	0x6A01      	CLRF        R1, 0
0x151A	0x6A00      	CLRF        R0, 0
0x151C	0xD7D6      	BRA         C3232SOK
C3232SX2:
0x151E	0x6A03      	CLRF        R3, 0
0x1520	0x6A02      	CLRF        R2, 0
0x1522	0x6A01      	CLRF        R1, 0
0x1524	0x6A00      	CLRF        R0, 0
0x1526	0x2A00      	INCF        R0, 1, 0
0x1528	0x0C00      	RETLW       0
C3232SX3:
0x152A	0x1E03      	COMF        R3, 1, 0
0x152C	0x1E02      	COMF        R2, 1, 0
0x152E	0x1E01      	COMF        R1, 1, 0
0x1530	0x1E00      	COMF        R0, 1, 0
0x1532	0x8E0C      	BSF         R12, 7, 0
0x1534	0xD7C6      	BRA         C3232S
C3232SX4:
0x1536	0x2A08      	INCF        R8, 1, 0
0x1538	0xB4D8      	BTFSC       STATUS, 2, 0
0x153A	0x2A09      	INCF        R9, 1, 0
0x153C	0xB4D8      	BTFSC       STATUS, 2, 0
0x153E	0x2A0A      	INCF        R10, 1, 0
0x1540	0xB4D8      	BTFSC       STATUS, 2, 0
0x1542	0x2A0B      	INCF        R11, 1, 0
0x1544	0x5004      	MOVF        R4, 0, 0
0x1546	0x5C08      	SUBWF       R8, 0, 0
0x1548	0xA4D8      	BTFSS       STATUS, 2, 0
0x154A	0xD7BF      	BRA         C3232SOK
0x154C	0x5005      	MOVF        R5, 0, 0
0x154E	0x5C09      	SUBWF       R9, 0, 0
0x1550	0xA4D8      	BTFSS       STATUS, 2, 0
0x1552	0xD7BB      	BRA         C3232SOK
0x1554	0x5006      	MOVF        R6, 0, 0
0x1556	0x5C0A      	SUBWF       R10, 0, 0
0x1558	0xA4D8      	BTFSS       STATUS, 2, 0
0x155A	0xD7B7      	BRA         C3232SOK
0x155C	0x5007      	MOVF        R7, 0, 0
0x155E	0x5C0B      	SUBWF       R11, 0, 0
0x1560	0xA4D8      	BTFSS       STATUS, 2, 0
0x1562	0xD7B3      	BRA         C3232SOK
0x1564	0x6A0B      	CLRF        R11, 0
0x1566	0x6A0A      	CLRF        R10, 0
0x1568	0x6A09      	CLRF        R9, 0
0x156A	0x6A08      	CLRF        R8, 0
0x156C	0x2A00      	INCF        R0, 1, 0
0x156E	0xB4D8      	BTFSC       STATUS, 2, 0
0x1570	0x2A01      	INCF        R1, 1, 0
0x1572	0xB4D8      	BTFSC       STATUS, 2, 0
0x1574	0x2A02      	INCF        R2, 1, 0
0x1576	0xB4D8      	BTFSC       STATUS, 2, 0
0x1578	0x2A03      	INCF        R3, 1, 0
0x157A	0xAE03      	BTFSS       R3, 7, 0
0x157C	0xD7A6      	BRA         C3232SOK
0x157E	0x6A0E      	CLRF        R14, 0
0x1580	0x880E      	BSF         R14, 4, 0
0x1582	0x0CFF      	RETLW       255
END_ALL:
0x1584	0x6A0E      	CLRF        R14, 0
0x1586	0xA00C      	BTFSS       R12, 0, 0
0x1588	0xD002      	BRA         avoid_comfrem
0x158A	0xF005ECC4  	CALL        _COMFREM, 0
avoid_comfrem:
0x158E	0x0F00      	ADDLW       0
L_end__Div_32x32_S:
0x1590	0x0012      	RETURN      0
; end of _Div_32x32_S
__Lib_USB_genHID_USB_CtrlTrf_Setup_Handler:
0x1592	0xFFE9C0E0  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr, FSR0
0x1596	0xFFEAC0E1  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr+1, FSR0H
0x159A	0xF000CFEE  	MOVFF       POSTINC0, R0
0x159E	0xAE00      	BTFSS       R0, 7 
0x15A0	0xD005      	BRA         L___Lib_USB_genHID_USB_CtrlTrf_Setup_Handler95
0x15A2	0xFFE1C0E0  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr, FSR1
0x15A6	0xFFE2C0E1  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr+1, FSR1H
0x15AA	0x6AE6      	CLRF        POSTINC1 
L___Lib_USB_genHID_USB_CtrlTrf_Setup_Handler95:
0x15AC	0x0100      	MOVLB       0
0x15AE	0x6BF0      	CLRF        __Lib_USB_genHID_shortPacketStatus, 1
0x15B0	0x6BEE      	CLRF        __Lib_USB_genHID_controlTransferState, 1
0x15B2	0x0101      	MOVLB       1
0x15B4	0x6B00      	CLRF        __Lib_USB_genHID_inPipes+4, 1
0x15B6	0x6B01      	CLRF        __Lib_USB_genHID_inPipes+5, 1
0x15B8	0x0100      	MOVLB       0
0x15BA	0x6BFF      	CLRF        __Lib_USB_genHID_inPipes+3, 1
0x15BC	0xDD1B      	RCALL       __Lib_USB_genHID_USB_Check_Std_Request
0x15BE	0x0E03      	MOVLW       3
0x15C0	0x0103      	MOVLB       3
